diputado_id,partido_id,partido_nombre,partido_alias,fecha_inicio,fecha_termino
1086,PCS,Partido Convergencia Social,PCS,2022-03-11 00:00:00,2024-07-02 23:59:59
1086,FA,Frente Amplio,FA,2024-07-03 00:00:00,2026-03-10 23:59:59
1086,FA,Frente Amplio,FA,2026-03-11 00:00:00,2030-03-10 23:59:59
1087,IND,Independientes,IND,2019-04-17 00:00:00,2020-03-10 23:59:59
1087,RD,Revolución Democrática,RD,2018-03-11 00:00:00,2019-04-16 23:59:59
1087,PCS,Partido Convergencia Social,PCS,2020-03-11 00:00:00,2022-03-10 23:59:59
1087,PCS,Partido Convergencia Social,PCS,2022-03-11 00:00:00,2024-07-02 23:59:59
1087,FA,Frente Amplio,FA,2024-07-03 00:00:00,2026-03-10 23:59:59
1087,FA,Frente Amplio,FA,2026-03-11 00:00:00,2030-03-10 23:59:59
1184,IND,Independientes,IND,2025-01-08 00:00:00,2026-03-10 23:59:59
1184,IND,Independientes,IND,2026-03-11 00:00:00,2030-03-10 23:59:59
1185,PS,Partido Socialista,PS,2025-05-06 00:00:00,2026-03-10 23:59:59
